9.609375000000000000e-01	9.863281250000000000e-02	7.851562500000000000e-01	8.281250000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.648437500000000000e-01	9.570312500000000000e-01
1.000000000000000000e+00	8.710937500000000000e-01	8.515625000000000000e-01	1.000000000000000000e+00	9.492187500000000000e-01	1.000000000000000000e+00	8.789062500000000000e-01	1.000000000000000000e+00
4.335937500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	6.484375000000000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.257812500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	8.984375000000000000e-01	9.921875000000000000e-01
1.000000000000000000e+00	9.648437500000000000e-01	1.000000000000000000e+00	-9.422302246093750000e-04	1.000000000000000000e+00	8.945312500000000000e-01	9.375000000000000000e-01	1.000000000000000000e+00
9.921875000000000000e-01	9.960937500000000000e-01	9.726562500000000000e-01	5.937500000000000000e-01	8.046875000000000000e-01	1.923828125000000000e-01	1.000000000000000000e+00	9.882812500000000000e-01
5.674362182617187500e-05	9.726562500000000000e-01	9.960937500000000000e-01	1.000000000000000000e+00	-2.088546752929687500e-04	4.824218750000000000e-01	3.925781250000000000e-01	9.609375000000000000e-01
9.023437500000000000e-01	9.960937500000000000e-01	9.687500000000000000e-01	1.000000000000000000e+00	8.828125000000000000e-01	1.000000000000000000e+00	1.108398437500000000e-01	9.843750000000000000e-01
8.515625000000000000e-01	8.242187500000000000e-01	9.882812500000000000e-01	1.000000000000000000e+00	9.882812500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.765625000000000000e-01
9.843750000000000000e-01	1.000000000000000000e+00	9.531250000000000000e-01	9.960937500000000000e-01	1.000000000000000000e+00	1.953125000000000000e-01	1.000000000000000000e+00	9.843750000000000000e-01
8.164062500000000000e-01	5.234375000000000000e-01	1.000000000000000000e+00	6.796875000000000000e-01	9.843750000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.921875000000000000e-01
1.000000000000000000e+00	3.144531250000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.960937500000000000e-01	1.000000000000000000e+00
9.804687500000000000e-01	9.492187500000000000e-01	1.000000000000000000e+00	9.843750000000000000e-01	1.000000000000000000e+00	9.960937500000000000e-01	9.648437500000000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	6.835937500000000000e-01	9.804687500000000000e-01	9.101562500000000000e-01	9.960937500000000000e-01	9.882812500000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.085937500000000000e-01	9.335937500000000000e-01	1.000000000000000000e+00	9.257812500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00
