-8.058547973632812500e-05	2.260208129882812500e-04	7.476806640625000000e-04	9.107589721679687500e-05	9.727478027343750000e-04	1.220703125000000000e-02	1.000000000000000000e+00	5.264282226562500000e-04
-1.640319824218750000e-04	-1.895427703857421875e-05	8.515625000000000000e-01	2.734375000000000000e-02	6.408691406250000000e-04	2.777099609375000000e-03	6.015625000000000000e-01	1.000000000000000000e+00
8.320312500000000000e-01	6.406250000000000000e-01	4.768371582031250000e-05	7.617187500000000000e-01	9.179687500000000000e-01	1.000000000000000000e+00	-7.104873657226562500e-05	3.767013549804687500e-05
1.000000000000000000e+00	4.296875000000000000e-01	-4.976987838745117188e-06	6.347656250000000000e-02	1.000000000000000000e+00	8.906250000000000000e-01	-1.955032348632812500e-04	-2.479553222656250000e-04
1.853942871093750000e-03	1.983642578125000000e-04	1.968383789062500000e-03	8.593750000000000000e-01	-2.503395080566406250e-05	9.101562500000000000e-01	1.000000000000000000e+00	-2.117156982421875000e-04
2.498626708984375000e-04	3.945312500000000000e-01	9.921875000000000000e-01	1.035156250000000000e-01	2.613067626953125000e-04	1.594543457031250000e-03	4.394531250000000000e-01	5.039062500000000000e-01
1.000000000000000000e+00	6.494140625000000000e-02	-3.528594970703125000e-04	-7.772445678710937500e-05	1.000000000000000000e+00	1.000000000000000000e+00	5.234375000000000000e-01	-1.111030578613281250e-04
4.516601562500000000e-02	-1.978874206542968750e-05	-4.558563232421875000e-04	2.255859375000000000e-01	1.000000000000000000e+00	6.328125000000000000e-01	1.022338867187500000e-03	4.062500000000000000e-01
1.088867187500000000e-01	8.203125000000000000e-02	6.835937500000000000e-01	1.000000000000000000e+00	1.152343750000000000e-01	-4.005432128906250000e-04	1.843261718750000000e-02	4.596710205078125000e-04
1.000000000000000000e+00	6.445312500000000000e-01	9.765625000000000000e-01	9.492187500000000000e-01	8.203125000000000000e-02	1.000000000000000000e+00	1.000000000000000000e+00	5.976562500000000000e-01
8.984375000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.153564453125000000e-02	9.609375000000000000e-01	6.866455078125000000e-04	7.460937500000000000e-01	9.375000000000000000e-02
9.609375000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.296875000000000000e-01	9.492187500000000000e-01	1.000000000000000000e+00	9.257812500000000000e-01	7.812500000000000000e-01
5.102539062500000000e-02	1.000000000000000000e+00	9.921875000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.179687500000000000e-01
8.906250000000000000e-01	1.000000000000000000e+00	9.921875000000000000e-01	9.921875000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	3.183593750000000000e-01	4.882812500000000000e-01
9.531250000000000000e-01	8.789062500000000000e-01	7.539062500000000000e-01	6.250000000000000000e-01	9.570312500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	9.492187500000000000e-01	9.804687500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.843750000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00
7.968750000000000000e-01	9.960937500000000000e-01	4.707031250000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
